objid,class,u,g,r,i,z,specObjID,spectrum
1237650795683971362,GALAXY,19.71478,17.77408,16.84889,16.40527,16.08917,300661206715230208,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0167.fits
1237648721216864397,GALAXY,19.13266,17.66009,16.82592,16.39376,16.08817,300663130860578816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0174.fits
1237648721216733511,GALAXY,19.41373,18.26855,17.25625,16.81012,16.52465,300664780128020480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0180.fits
1237650796220711070,GALAXY,19.54181,18.02293,17.29523,16.90676,16.64909,300665329883834368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0182.fits
1237650796220711125,GALAXY,19.55908,17.78762,16.91185,16.42155,16.09639,300666979151276032,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0188.fits
1237651800696291624,GALAXY,19.22313,17.5351,16.67503,16.22465,15.89446,300667254029182976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0189.fits
1237650796220711128,GALAXY,19.86463,18.02783,17.07004,16.64458,16.32354,300668903296624640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0195.fits
1237648721216733449,GALAXY,19.08127,17.1819,16.28762,15.86704,15.53465,300669453052438528,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0197.fits
1237650796220711149,GALAXY,19.67163,18.40392,17.62438,17.16086,16.86642,300669727930345472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0198.fits
1237648720142926003,GALAXY,19.42289,17.969,17.03599,16.53413,16.18364,300671377197787136,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0204.fits
1237650795146969334,GALAXY,19.8304,18.00853,17.12895,16.72641,16.41647,300672476709414912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0208.fits
1237650794610163857,GALAXY,19.33711,18.08379,17.48936,17.15724,16.96069,300672751587321856,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0209.fits
1237650795146969395,GALAXY,19.59015,18.30902,17.55067,17.14963,16.87215,300673851098949632,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0213.fits
1237651800696225921,GALAXY,19.85593,18.15129,17.24525,16.73765,16.36597,300676325000112128,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0222.fits
1237648720679862442,GALAXY,19.46113,17.35916,16.32312,15.86983,15.46187,300677149633832960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0225.fits
1237648720679796926,GALAXY,19.33662,17.42945,16.45116,16.00727,15.6402,300677424511739904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0226.fits
1237648720679796961,GALAXY,19.10206,17.70159,16.96062,16.52162,16.14504,300678249145460736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0229.fits
1237648720679862653,GALAXY,19.74014,18.41218,17.84106,17.48459,17.23509,300680173290809344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0236.fits
1237648720142794914,GALAXY,19.82361,18.42909,17.82519,17.48159,17.2504,300681547680344064,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0241.fits
1237650794609901800,GALAXY,19.54644,17.68231,16.7152,16.25297,15.87589,300681822558251008,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0242.fits
1237650795146838164,GALAXY,19.76107,18.38319,17.7038,17.27567,17.00652,300682372314064896,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0244.fits
1237648720142729437,GALAXY,19.51202,17.48817,16.47336,15.99944,15.62198,300683196947785728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0247.fits
1237650794609967283,GALAXY,19.65042,17.8426,16.97618,16.4848,16.10398,300684021581506560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0250.fits
1237648720142729442,GALAXY,19.44116,17.38733,16.37696,15.93016,15.57523,300684571337320448,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0252.fits
1237648720142794854,GALAXY,19.59579,18.40611,17.92033,17.58962,17.41894,300685945726855168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0257.fits
1237650795146838212,GALAXY,19.62143,17.60812,16.65425,16.22269,15.88667,300686495482669056,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0259.fits
1237648720142729411,GALAXY,19.2021,17.33043,16.36011,15.90393,15.55663,300686770360576000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0260.fits
1237650795683709140,GALAXY,19.53946,18.02535,17.25509,16.82682,16.51334,300687594994296832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0263.fits
1237650795683709164,GALAXY,19.86384,17.89107,16.98151,16.53837,16.20516,300690068895459328,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0272.fits
1237648721216471235,GALAXY,19.98469,18.42346,17.56402,17.05184,16.67328,300691718162900992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0278.fits
1237648720142663798,GALAXY,19.96324,18.81153,17.92908,17.41383,17.10466,300693642308249600,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0285.fits
1237650794609770730,GALAXY,19.27604,17.88976,17.20526,16.82717,16.5676,300695291575691264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0291.fits
1237648720142598416,GALAXY,19.19022,17.5235,16.64168,16.13815,15.77818,300696391087319040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0295.fits
1237650795146772593,GALAXY,19.69739,18.07326,17.15544,16.72606,16.43085,300696665965225984,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0296.fits
1237650794609836218,GALAXY,19.91811,18.01596,16.92439,16.42131,16.04625,300696940843132928,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0297.fits
1237648720679600281,GALAXY,19.94311,17.91852,16.82741,16.31064,15.85953,300698315232667648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0302.fits
1237648720679534863,GALAXY,19.77307,18.45422,17.81173,17.41354,17.19008,300698864988481536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0304.fits
1237650795683643629,GALAXY,19.45693,18.22236,17.66229,17.34652,17.04378,300699139866388480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0305.fits
1237650796220252314,GALAXY,19.66049,17.6262,16.64058,16.15952,15.79251,300699689622202368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0307.fits
1237650795683709119,GALAXY,19.2681,17.74085,16.99531,16.57492,16.23876,300700239378016256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0309.fits
1237650796220579942,GALAXY,19.20889,17.93125,17.35388,16.96054,16.79748,300701613767550976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0314.fits
1237650795683643639,GALAXY,19.2847,18.12104,17.63144,17.29907,17.09458,300703263034992640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0320.fits
1237650797294190819,GALAXY,19.9878,18.72727,17.82402,17.39725,17.07375,300706561569875968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0332.fits
1237651752385380650,GALAXY,19.85237,17.94451,17.39666,17.11474,17.01579,300707935959410688,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0337.fits
1237650796757451115,GALAXY,19.9867,18.64651,17.69264,17.22513,16.91914,300709035471038464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0341.fits
1237648722827083931,GALAXY,19.24295,17.26116,16.22961,15.75887,15.38157,300714807907084288,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0362.fits
1237648722290278687,GALAXY,19.26142,17.70894,16.91657,16.45083,16.15448,300718106441967616,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0374.fits
1237648722290278576,GALAXY,19.63777,18.09493,17.44849,17.07841,16.80395,300721130098944000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0385.fits
1237651801769902301,GALAXY,19.56968,17.56055,16.56712,16.12081,15.74764,300722779366385664,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0391.fits
1237648722290278627,GALAXY,19.83107,18.4938,17.49687,17.03374,16.75326,300724703511734272,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0398.fits
1237651752385642628,GALAXY,19.5381,18.26611,17.48955,17.05873,16.76236,300726077901268992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0403.fits
1237651752922382529,GALAXY,19.08447,17.98133,17.19952,16.72759,16.48486,300726627657082880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0405.fits
1237651752385577215,GALAXY,19.25384,17.42031,16.55012,16.11381,15.79782,300728826680338432,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0413.fits
1237651752385642761,GALAXY,19.32883,18.20326,17.76207,17.50425,17.365,300730201069873152,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0418.fits
1237648722290344109,GALAXY,19.76065,17.81323,16.73398,16.26983,15.90634,300730750825687040,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0420.fits
1237648722290344082,GALAXY,19.23642,18.14833,17.70554,17.36384,17.28202,300733224726849536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0429.fits
1237648722290344133,GALAXY,19.50027,17.47421,16.47779,16.0235,15.69113,300735148872198144,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0436.fits
1237648721753538824,GALAXY,19.01407,17.45514,16.64867,16.12424,15.78888,300736248383825920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0440.fits
1237648722827346177,GALAXY,19.53877,17.69878,16.82175,16.42159,16.09147,300736798139639808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0442.fits
1237648722827346124,GALAXY,19.889,17.92823,16.97999,16.55089,16.20756,300737897651267584,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0446.fits
1237648722827280613,GALAXY,19.99671,18.5786,17.78679,17.2891,17.01546,300738172529174528,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0447.fits
1237651752922579217,GALAXY,19.06973,17.79261,17.23941,16.93315,16.68512,300738722284988416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0449.fits
1237650797294583854,GALAXY,19.20183,18.23759,17.87617,17.6106,17.4327,300739272040802304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0451.fits
1237651752385708149,GALAXY,19.63107,18.37019,17.67793,17.24178,17.02362,300740646430337024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0456.fits
1237648722827280657,GALAXY,19.15119,17.45282,16.56906,16.12457,15.79858,300740921308243968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0457.fits
1237650797294518543,GALAXY,19.20308,17.94875,17.54415,17.34033,17.20743,300741745941964800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0460.fits
1237651801770098844,GALAXY,19.99623,18.63035,17.94499,17.58213,17.30671,300742845453592576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0464.fits
1237651801233293573,GALAXY,19.63729,17.71266,16.76129,16.30832,15.9519,300743395209406464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0466.fits
1237651801770098911,GALAXY,19.49055,18.30107,17.83742,17.51676,17.32783,300744769598941184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0471.fits
1237648721753538870,GALAXY,19.65299,18.28064,17.62307,17.22573,16.91735,300746143988475904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0476.fits
1237648722290475142,GALAXY,19.90653,17.99191,17.05317,16.64182,16.34216,300746693744289792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0478.fits
1237648721753538747,GALAXY,19.73835,17.91102,17.02189,16.60684,16.25307,300747243500103680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0480.fits
1237648721753669817,GALAXY,19.08011,17.12559,16.21349,15.77093,15.43229,300749717401266176,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0489.fits
1237648722290606324,GALAXY,19.76882,18.02771,17.20313,16.77568,16.48766,300752741058242560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0500.fits
1237651801770295447,GALAXY,19.08409,18.0672,17.70269,17.35448,17.19553,300753565691963392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0503.fits
1237648722290671761,GALAXY,19.81481,18.2427,17.33657,16.91197,16.583,300754665203591168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0507.fits
1237651801770295462,GALAXY,19.71736,18.01576,17.14453,16.75298,16.47287,300755214959405056,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0509.fits
1237651801770295403,GALAXY,19.5953,17.63691,16.61703,16.12794,15.75975,300755489837312000,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0510.fits
1237648722290671732,GALAXY,19.5468,17.57063,16.61552,16.20997,15.88139,300755764715218944,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0511.fits
1237650796757844249,GALAXY,19.68633,17.67508,16.72939,16.29325,15.98371,300757413982660608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0517.fits
1237650796757844273,GALAXY,19.75542,18.30327,17.23045,16.73264,16.4233,300757688860567552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0518.fits
1237651752922579196,GALAXY,19.72953,17.97107,17.0899,16.64164,16.32805,300758513494288384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0521.fits
1237648722827411740,GALAXY,19.07436,18.07045,17.70897,17.42987,17.29267,300760162761730048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0527.fits
1237648722827411667,GALAXY,19.48068,18.21152,17.733,17.45071,17.27433,300760437639636992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0528.fits
1237651752385708321,GALAXY,19.10315,17.882,17.31403,16.98651,16.82197,300761262273357824,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0531.fits
1237651752385708176,GALAXY,19.44703,17.97854,17.17542,16.75503,16.44024,300762636662892544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0536.fits
1237651752385708168,GALAXY,19.60479,18.00768,17.17973,16.71429,16.40137,300762911540799488,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0537.fits
1237650797294583880,GALAXY,19.67417,18.36568,17.70065,17.31312,17.07113,300763736174520320,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0540.fits
1237650796757909697,GALAXY,19.7674,17.77056,16.76589,16.29069,15.93699,300766210075682816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0549.fits
1237648722290737566,GALAXY,19.35168,18.31013,17.89607,17.64228,17.53109,300766484953589760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0550.fits
1237651752922710205,GALAXY,19.60911,17.73008,16.72914,16.31043,15.94836,300770333244286976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0564.fits
1237651752385839379,GALAXY,19.9277,18.53594,17.85231,17.43983,17.12941,300771157878007808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0567.fits
1237651752385904769,GALAXY,19.68185,17.97411,17.14961,16.75195,16.46157,300771432755914752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0568.fits
1237650797294715116,GALAXY,19.4988,18.28525,17.6788,17.30393,17.07562,300771707633821696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0569.fits
1237651752385904747,GALAXY,19.41892,17.7394,16.87839,16.42732,16.0807,300773356901263360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0575.fits
1237648722290671783,GALAXY,19.16218,18.03702,17.57241,17.35334,17.14665,300774456412891136,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0579.fits
1237651752385839180,GALAXY,19.03917,17.9896,17.05021,16.65769,16.33825,300774731290798080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0580.fits
1237651801770492096,GALAXY,19.84868,18.32703,17.57321,17.17961,16.94707,300775555924518912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0583.fits
1237651801770426528,GALAXY,19.0404,17.97689,17.65519,17.38857,17.24834,300777205191960576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0589.fits
1237648722290868398,GALAXY,19.60307,18.28834,17.55738,17.1744,16.89261,300777480069867520,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0590.fits
1237648721753997510,GALAXY,19.10016,17.09918,16.01136,15.55989,15.1818,300777754947774464,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0591.fits
1237648721753931930,GALAXY,19.71757,18.22287,17.47155,16.9692,16.67796,300778854459402240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0595.fits
1237648721753932015,GALAXY,19.92802,17.98971,17.04719,16.6227,16.30576,300779129337309184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0596.fits
1237651752386035931,GALAXY,19.12925,17.33495,16.50614,16.12692,15.80285,300784626895448064,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0616.fits
1237651801770557587,GALAXY,19.503,17.81002,16.87551,16.3337,15.95595,300786276162889728,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0622.fits
1237654670808907915,GALAXY,19.33202,18.09127,17.49097,17.11449,16.89432,300787375674517504,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0626.fits
1237648722290868490,GALAXY,19.54653,17.86367,16.96981,16.5243,16.17471,300787925430331392,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0628.fits
